,training_time,prediction_time,accuracy,precision,recall,f1,auc,mcc,cm
0,1856400,1362100,0.8387096774193549,0.6814516129032259,0.7583333333333333,0.7066394125217654,0.7812962962962964,0.4330127018922193,"[[117, 18], [7, 13]]"
1,2120700,1434900,0.8064516129032258,0.6174071991001125,0.6546296296296297,0.6302480916030535,0.7327777777777778,0.2694782493093094,"[[116, 19], [11, 9]]"
2,2231700,1618600,0.7483870967741936,0.5642857142857143,0.6000000000000001,0.5689839572192513,0.6916666666666667,0.16035674514745463,"[[108, 27], [12, 8]]"
3,2014900,1229800,0.8193548387096774,0.654979674796748,0.7259259259259259,0.6765056648777579,0.7525925925925925,0.3742401716980911,"[[115, 20], [8, 12]]"
4,1845700,1584000,0.8709677419354839,0.73,0.8194444444444444,0.7615384615384615,0.905,0.5421151989096865,"[[120, 15], [5, 15]]"
5,2030600,1671700,0.8,0.638095238095238,0.7148148148148148,0.6573975044563279,0.7825925925925925,0.3444700451315692,"[[112, 23], [8, 12]]"
6,2143200,1406400,0.8258064516129032,0.6284584980237153,0.6444444444444444,0.635484713875098,0.7714814814814814,0.2724343325001703,"[[120, 15], [12, 8]]"
7,2003300,1501300,0.8516129032258064,0.6795125164690382,0.7018518518518518,0.6894869784861946,0.7442592592592592,0.3807095159297252,"[[122, 13], [10, 10]]"
8,2082500,1537500,0.8387096774193549,0.6814516129032259,0.7583333333333333,0.7066394125217654,0.7670370370370371,0.4330127018922193,"[[117, 18], [7, 13]]"
9,1911100,1457200,0.8193548387096774,0.6473333333333333,0.7046296296296297,0.6661538461538462,0.7635185185185185,0.3472679969827267,"[[116, 19], [9, 11]]"
10,1871000,1360200,0.8258064516129032,0.6612903225806451,0.7296296296296296,0.6831705655235067,0.7574074074074074,0.3849001794597505,"[[116, 19], [8, 12]]"
11,2009700,1505900,0.8451612903225807,0.6766547406082289,0.7194444444444444,0.6936758893280632,0.790925925925926,0.393781164665098,"[[120, 15], [9, 11]]"
12,2430000,1445100,0.8387096774193549,0.6615384615384616,0.6944444444444444,0.6750524109014675,0.7683333333333333,0.3544587784792833,"[[120, 15], [10, 10]]"
13,2296500,1691300,0.7935483870967742,0.6330532212885154,0.711111111111111,0.6512935883014623,0.7488888888888888,0.33519554521580996,"[[111, 24], [8, 12]]"
14,2107800,1249100,0.8064516129032258,0.6434127369956247,0.7185185185185186,0.6636284722222222,0.7777777777777778,0.3540527577916593,"[[113, 22], [8, 12]]"
15,2641800,1841000,0.8129032258064516,0.6327312534209086,0.6796296296296296,0.6485260770975056,0.7101851851851851,0.3088201152274529,"[[116, 19], [10, 10]]"
16,2383400,1635300,0.832258064516129,0.6746697154471545,0.7546296296296297,0.6996124031007752,0.7903703703703704,0.42178707875809446,"[[116, 19], [7, 13]]"
17,2237300,1746500,0.7935483870967742,0.5956130483689539,0.625925925925926,0.6055979643765903,0.6714814814814815,0.2194553407548867,"[[115, 20], [12, 8]]"
18,2013000,1431000,0.832258064516129,0.6535480023852117,0.6907407407407408,0.6681488801054019,0.7074074074074075,0.34227392371734255,"[[119, 16], [10, 10]]"
19,1902900,1507300,0.8129032258064516,0.6411290322580645,0.700925925925926,0.659701718525248,0.7831481481481481,0.3367876570272817,"[[115, 20], [9, 11]]"
20,2775000,1603600,0.8129032258064516,0.6327312534209086,0.6796296296296296,0.6485260770975056,0.7749999999999999,0.3088201152274529,"[[116, 19], [10, 10]]"
21,2262400,1573200,0.864516129032258,0.7133969907407407,0.7731481481481481,0.7366717903082275,0.8435185185185186,0.48286226956025813,"[[121, 14], [7, 13]]"
22,2005900,1578300,0.7806451612903226,0.6320652173913044,0.7250000000000001,0.6486666666666667,0.7205555555555555,0.34475889495729317,"[[108, 27], [7, 13]]"
23,2708400,1866900,0.8903225806451613,0.7563854489164087,0.7453703703703705,0.7506859683981455,0.7207407407407407,0.5016348973434479,"[[127, 8], [9, 11]]"
24,1921900,1253800,0.8129032258064516,0.6138461538461538,0.6370370370370371,0.6230607966457024,0.6644444444444444,0.24980904388063777,"[[118, 17], [12, 8]]"
25,2225900,1581900,0.8387096774193549,0.6685474537037037,0.7157407407407408,0.6865140360812232,0.788888888888889,0.3813793518899666,"[[119, 16], [9, 11]]"
26,2115000,1394600,0.832258064516129,0.6455152671755725,0.6694444444444444,0.6556732740943267,0.6900000000000001,0.3140493821344012,"[[120, 15], [11, 9]]"
27,2023900,1540000,0.8580645161290322,0.6842592592592592,0.6842592592592592,0.6842592592592592,0.7442592592592592,0.3685185185185185,"[[124, 11], [11, 9]]"
28,2667700,1692500,0.8064516129032258,0.6352896341463414,0.6972222222222222,0.6533989266547406,0.6953703703703703,0.3266932646380877,"[[114, 21], [9, 11]]"
29,2337700,1441700,0.8258064516129032,0.6376923076923077,0.6657407407407407,0.649056603773585,0.7209259259259259,0.3021339111799605,"[[119, 16], [11, 9]]"
30,1887400,1468900,0.7741935483870968,0.5691023535851122,0.5935185185185186,0.5758073344280241,0.7201851851851852,0.1607774826699626,"[[113, 22], [13, 7]]"
31,2480800,2349600,0.7870967741935484,0.6444159178433889,0.75,0.6632431364803476,0.7837037037037037,0.380020943953605,"[[108, 27], [6, 14]]"
32,2413800,1542600,0.8193548387096774,0.6473333333333333,0.7046296296296297,0.6661538461538462,0.7533333333333333,0.3472679969827267,"[[116, 19], [9, 11]]"
33,2256900,1568500,0.8709677419354839,0.73,0.8194444444444444,0.7615384615384615,0.842037037037037,0.5421151989096865,"[[120, 15], [5, 15]]"
34,2557500,1729200,0.8387096774193549,0.6539855072463768,0.6731481481481482,0.6624858461806463,0.7183333333333334,0.32657192421494774,"[[121, 14], [11, 9]]"
35,2491100,1772100,0.7354838709677419,0.6476906552094521,0.8055555555555556,0.645783401148208,0.8451851851851852,0.4248656267710447,"[[96, 39], [2, 18]]"
36,2289200,1871300,0.8258064516129032,0.6284584980237153,0.6444444444444444,0.635484713875098,0.6885185185185185,0.2724343325001703,"[[120, 15], [12, 8]]"
37,2183300,1555000,0.7870967741935484,0.590311986863711,0.6222222222222222,0.6000469153178513,0.7377777777777778,0.2101250268557927,"[[114, 21], [12, 8]]"
38,2170300,1757300,0.7870967741935484,0.590311986863711,0.6222222222222222,0.6000469153178513,0.727962962962963,0.2101250268557927,"[[114, 21], [12, 8]]"
39,2450600,1569700,0.8,0.6209677419354839,0.6722222222222223,0.6362328715269892,0.7648148148148148,0.28867513459481287,"[[114, 21], [10, 10]]"
40,2306900,1868900,0.8258064516129032,0.675,0.7722222222222221,0.7016042780748664,0.8444444444444446,0.4365266951236265,"[[114, 21], [6, 14]]"
41,2182700,1804700,0.8451612903225807,0.6827896512935883,0.7407407407407407,0.7041984732824427,0.7455555555555555,0.41954697497257754,"[[119, 16], [8, 12]]"
42,2446700,1717300,0.8258064516129032,0.6376923076923077,0.6657407407407407,0.649056603773585,0.7659259259259259,0.3021339111799605,"[[119, 16], [11, 9]]"
43,2193300,1544800,0.8838709677419355,0.7426520847573479,0.762962962962963,0.7521321961620469,0.8522222222222222,0.5052069325610338,"[[125, 10], [8, 12]]"
44,1813100,1367700,0.8258064516129032,0.668281172379533,0.750925925925926,0.6927538359885471,0.8166666666666667,0.4109798486312178,"[[115, 20], [7, 13]]"
