,training_time,prediction_time,accuracy,precision,recall,f1,auc,mcc,cm
0,1334100,339500,0.8372093023255814,0.6261261261261262,0.6473684210526316,0.6351515151515151,0.8013157894736842,0.27266835577816706,"[[68, 8], [6, 4]]"
1,1256100,325100,0.813953488372093,0.6205357142857143,0.6776315789473684,0.6375131717597471,0.6921052631578948,0.2926496147143905,"[[65, 11], [5, 5]]"
2,1343000,320400,0.7906976744186046,0.5821428571428571,0.6210526315789473,0.5922023182297155,0.8131578947368421,0.1994352929905476,"[[64, 12], [6, 4]]"
3,1191100,347100,0.8604651162790697,0.6605263157894736,0.6605263157894736,0.6605263157894736,0.7131578947368421,0.32105263157894737,"[[70, 6], [6, 4]]"
4,1187500,317900,0.7558139534883721,0.5604870384917517,0.6013157894736842,0.5645044610561851,0.6223684210526317,0.15656681714484658,"[[61, 15], [6, 4]]"
5,1237800,337600,0.7325581395348837,0.5267085624509034,0.5447368421052632,0.5230286954424885,0.7092105263157894,0.06913339977824394,"[[60, 16], [7, 3]]"
6,1269000,322700,0.7906976744186046,0.5821428571428571,0.6210526315789473,0.5922023182297155,0.7513157894736842,0.1994352929905476,"[[64, 12], [6, 4]]"
7,1269800,310100,0.813953488372093,0.4375,0.4605263157894737,0.44871794871794873,0.781578947368421,-0.0993399267798783,"[[70, 6], [10, 0]]"
8,1182800,319100,0.8488372093023255,0.6580611169652265,0.6973684210526316,0.6737671432740006,0.7197368421052631,0.35324933452303675,"[[68, 8], [5, 5]]"
9,1471400,358000,0.7209302325581395,0.49673202614379086,0.49473684210526314,0.48809523809523814,0.5855263157894737,-0.008294543363223992,"[[60, 16], [8, 2]]"
10,1237400,319200,0.7790697674418605,0.5221285563751317,0.5276315789473685,0.5231981324773854,0.7092105263157895,0.04945490683322515,"[[65, 11], [8, 2]]"
11,1273200,310800,0.7441860465116279,0.4732142857142857,0.4644736842105263,0.46734234234234234,0.6131578947368421,-0.0616959559245467,"[[63, 13], [9, 1]]"
12,1232100,319300,0.7093023255813954,0.5943738656987295,0.7052631578947368,0.5855022170811645,0.7394736842105264,0.2783629120127537,"[[54, 22], [3, 7]]"
13,1223100,322400,0.872093023255814,0.6506172839506172,0.5802631578947368,0.5983014861995753,0.5802631578947368,0.21990014864392254,"[[73, 3], [8, 2]]"
14,1199900,313400,0.8372093023255814,0.5737179487179487,0.5605263157894737,0.5656565656565656,0.6842105263157894,0.13359454844348687,"[[70, 6], [8, 2]]"
15,1316700,324600,0.8372093023255814,0.5270833333333333,0.5171052631578947,0.5176282051282051,0.674342105263158,0.043047301604613925,"[[71, 5], [9, 1]]"
16,1400000,320600,0.6744186046511628,0.5642857142857143,0.6421052631578947,0.543939393939394,0.7460526315789474,0.19115792785929295,"[[52, 24], [4, 6]]"
17,1258500,341100,0.7906976744186046,0.558531746031746,0.5776315789473684,0.5641891891891893,0.6901315789473684,0.1348170888721576,"[[65, 11], [7, 3]]"
18,1163700,305700,0.7674418604651163,0.5669934640522876,0.6078947368421053,0.5734126984126984,0.7684210526315789,0.17003813894609182,"[[62, 14], [6, 4]]"
19,1210700,357600,0.8372093023255814,0.5270833333333333,0.5171052631578947,0.5176282051282051,0.6282894736842106,0.043047301604613925,"[[71, 5], [9, 1]]"
