,training_time,prediction_time,accuracy,precision,recall,f1,auc,mcc,cm
0,2773500,2192100,0.7522123893805309,0.5966710646503603,0.6667250131279538,0.6048951048951049,0.6798529669175564,0.25390931076212697,"[[154, 43], [13, 16]]"
1,2447300,1995500,0.8451327433628318,0.6802419354838709,0.7347278137580955,0.700684905588981,0.8333625065639768,0.4113771771192794,"[[174, 23], [12, 17]]"
2,2525000,2096500,0.7566371681415929,0.6175733024691358,0.7133730089270085,0.627699403959625,0.7607211622615089,0.31677733073769526,"[[152, 45], [10, 19]]"
3,2577300,2524700,0.7522123893805309,0.6091148115687992,0.6961316296166637,0.6178743961352657,0.7202870645895327,0.2925806952504133,"[[152, 45], [11, 18]]"
4,2757700,2060600,0.8097345132743363,0.6539566755083996,0.7438298617188868,0.6766164187547835,0.7822510064764572,0.38750088980497893,"[[164, 33], [10, 19]]"
5,2797600,1833500,0.8053097345132744,0.6395710826703562,0.711885174164187,0.6591251885369532,0.8105198669700682,0.3439362915418643,"[[165, 32], [12, 17]]"
6,2897600,2172400,0.8230088495575221,0.6656289634497867,0.7514440749168563,0.6901138077608666,0.8365132154734816,0.408149097728119,"[[167, 30], [10, 19]]"
7,2762700,2226100,0.7964601769911505,0.6074469437031389,0.6479957990547873,0.6200292397660818,0.7015578505163662,0.2522038563491113,"[[167, 30], [16, 13]]"
8,2688500,1758600,0.7743362831858407,0.604000884173298,0.6647120602135481,0.6164520315463712,0.6966567477682478,0.2617647791144904,"[[160, 37], [14, 15]]"
9,2705400,2022500,0.7920353982300885,0.6105072463768115,0.6601610362331525,0.6243324491600354,0.7547698232102223,0.2660748397799569,"[[165, 32], [15, 14]]"
