,training_time,prediction_time,accuracy,precision,recall,f1,auc,mcc,cm
0,3209100,479300,0.8656716417910447,0.7924528301886793,0.7977134146341464,0.7950296483740604,0.9157012195121951,0.5901427986339979,"[[146, 14], [13, 28]]"
1,3290800,481700,0.8905472636815921,0.8435456110154905,0.8042682926829268,0.8215208266063933,0.900533536585366,0.6466221045476135,"[[152, 8], [14, 27]]"
2,3248300,476800,0.845771144278607,0.7624123422159887,0.7852134146341463,0.7726327312534209,0.8971036585365854,0.5471508755930719,"[[142, 18], [13, 28]]"
3,3218900,495600,0.9054726368159204,0.8423464119772845,0.9043445121951219,0.8671051257960121,0.946875,0.7441126069425389,"[[145, 15], [4, 37]]"
4,3275200,482700,0.8756218905472637,0.8123183726186632,0.7948932926829269,0.8030724614962574,0.8958841463414635,0.6069615910974626,"[[149, 11], [14, 27]]"
5,3220700,495900,0.8557213930348259,0.778344671201814,0.836814024390244,0.8001371506943253,0.8995426829268293,0.6123737057551123,"[[139, 21], [8, 33]]"
6,3327200,467200,0.8606965174129353,0.7844421548425081,0.7945884146341464,0.7893081761006289,0.8910060975609756,0.5789416670103296,"[[145, 15], [13, 28]]"
7,3498000,498200,0.8805970149253731,0.8442261427425822,0.7617378048780488,0.7924268502581755,0.9054878048780488,0.6003232295458217,"[[154, 6], [18, 23]]"
8,3565600,489700,0.8805970149253731,0.8311688311688312,0.7798780487804877,0.8012524719841794,0.8990853658536586,0.6088904212892408,"[[152, 8], [16, 25]]"
9,3839300,531900,0.8855721393034826,0.8325757575757575,0.8011432926829268,0.8152647352647353,0.8908536585365854,0.6329390450995498,"[[151, 9], [14, 27]]"
