,training_time,prediction_time,accuracy,precision,recall,f1,auc,mcc,cm
0,12966700,1242900,0.8967684021543986,0.8037272315404365,0.8675600150922039,0.8297303942742842,0.9462458142715654,0.6682454214101766,"[[849, 83], [32, 150]]"
1,11718300,1187000,0.8967684021543986,0.8033962439352786,0.8852461915766636,0.8345915530782808,0.9465287930953167,0.6837609158608894,"[[841, 91], [24, 158]]"
2,11177500,1121200,0.8788150807899462,0.778606495892343,0.8656734896005283,0.809814670789309,0.9352685940668772,0.6383698287930855,"[[825, 107], [28, 154]]"
3,12206200,1273400,0.9066427289048474,0.8201799877974374,0.8712505305852944,0.8421692196193185,0.9508972786869782,0.6895418489188072,"[[861, 71], [33, 149]]"
4,10564900,1081700,0.9048473967684022,0.816615841505222,0.8745991133330189,0.8409771600948072,0.948155921331887,0.6887786683544833,"[[857, 75], [31, 151]]"
5,11196600,1198400,0.8886894075403949,0.7915112665112665,0.8538886006697166,0.8167452029206996,0.9439819836815546,0.6423784373253165,"[[844, 88], [36, 146]]"
6,7029500,841000,0.8922800718132855,0.7968612102375197,0.8648776116587276,0.8239570164348926,0.9413850634344196,0.6582340294624263,"[[844, 88], [32, 150]]"
7,10342400,1108200,0.8850987432675045,0.7866388888888889,0.8650073102862803,0.8162171079765734,0.9373791444606896,0.6469166557039052,"[[834, 98], [30, 152]]"
8,6960300,830200,0.8949730700179533,0.800836053237802,0.8841732302032732,0.8323055446550915,0.9440468329953309,0.6799210493402017,"[[839, 93], [24, 158]]"
9,13012000,1285700,0.8967684021543986,0.8038245257950807,0.8653492430316465,0.8290943776305872,0.9450372588784606,0.6663394345637415,"[[850, 82], [33, 149]]"
