Repeated_Times,Training_Time_Mean,Prediction_Time_Mean,Accuracy_Mean,Accuracy_Median,Accuracy_Q1,Accuracy_Q3,Precision_Mean,Precision_Median,Precision_Q1,Precision_Q3,Recall_Mean,Recall_Median,Recall_Q1,Recall_Q3,F1_Mean,F1_Median,F1_Q1,F1_Q3,AUC_Mean,AUC_Median,AUC_Q1,AUC_Q3,MCC_Mean,MCC_Median,MCC_Q1,MCC_Q3,CM_Mean
10,3071820.0,243700.0,0.8800884955752212,0.8783185840707965,0.8716814159292036,0.8960176991150443,0.7466037050985613,0.7225614527900884,0.6981132075471699,0.7982632048034525,0.656266409942237,0.6500962716611237,0.6300323822860143,0.6976194643794853,0.6811972480280816,0.687565550419736,0.6387593854792436,0.7181412453266869,0.8486259408366882,0.8425520742166988,0.8295991598109574,0.8727463679327848,0.38782666717383363,0.4139627512198166,0.29592456319788124,0.4505965967313793,"[[188.6   8.4]
 [ 18.7  10.3]]"
20,3547180.0,238710.0,0.8772123893805309,0.8738938053097345,0.8628318584070797,0.8893805309734514,0.7318519726754651,0.7093910346619324,0.6924540732134438,0.7577507255816079,0.65902765622265,0.6619989497636969,0.6327236128128828,0.6947094346227901,0.6814009675651256,0.6857736190363308,0.6473258618243722,0.7129613243013193,0.839261333800105,0.8422019954489761,0.8202345527743742,0.8494661298792229,0.3807462114543497,0.3923793703419486,0.29718256795012743,0.4340254875524631,"[[187.65   9.35]
 [ 18.4   10.6 ]]"
50,3651724.0,235164.0,0.8746902654867257,0.8761061946902655,0.8595132743362832,0.8849557522123894,0.7220246783342875,0.7174258758362926,0.6852953867036828,0.7440442327145711,0.6569928233852618,0.6531157010327324,0.6333581305793803,0.687467180115526,0.6769352417290022,0.6792858105683015,0.6511532849713543,0.7023436934686198,0.8397864519516891,0.8399264834587783,0.8181340801680378,0.8600997724488009,0.3700981561221006,0.37579391196422424,0.30874867292787844,0.4256742868928631,"[[187.12   9.88]
 [ 18.44  10.56]]"
