Repeated_Times,Training_Time_Mean,Prediction_Time_Mean,Accuracy_Mean,Accuracy_Median,Accuracy_Q1,Accuracy_Q3,Precision_Mean,Precision_Median,Precision_Q1,Precision_Q3,Recall_Mean,Recall_Median,Recall_Q1,Recall_Q3,F1_Mean,F1_Median,F1_Q1,F1_Q3,AUC_Mean,AUC_Median,AUC_Q1,AUC_Q3,MCC_Mean,MCC_Median,MCC_Q1,MCC_Q3,CM_Mean
10,3212840.0,130060.0,0.8674418604651162,0.8604651162790697,0.8488372093023255,0.8895348837209303,0.634961345192637,0.6103070175438596,0.5508638211382113,0.7302469135802468,0.5689473684210526,0.5618421052631579,0.5253289473684211,0.5980263157894737,0.5751845702307037,0.5747486209442731,0.5273125165570541,0.6025358978656834,0.7330263157894736,0.7296052631578948,0.6730263157894738,0.7898026315789474,0.18144950423326167,0.1966646334156057,0.07169961805055663,0.27923853763990125,"[[72.8  3.2]
 [ 8.2  1.8]]"
20,3735940.0,144460.0,0.8633720930232558,0.8604651162790697,0.8488372093023255,0.875,0.5892289876864528,0.5701219512195121,0.5057776162790698,0.6251543209876543,0.5492763157894738,0.5302631578947369,0.5128289473684211,0.5753289473684211,0.5497026681705368,0.5334538878842676,0.5055051044634378,0.58947921770374,0.7336184210526315,0.7217105263157895,0.7042763157894736,0.7940789473684211,0.12837874501809227,0.09213276684531149,0.03228547620346044,0.20789473684210527,"[[72.85  3.15]
 [ 8.6   1.4 ]]"
50,3301112.0,130088.0,0.8725581395348837,0.872093023255814,0.8604651162790697,0.8953488372093024,0.6659716261653827,0.6506172839506172,0.5701219512195121,0.7567901234567901,0.5709736842105263,0.5736842105263158,0.5302631578947369,0.6013157894736842,0.5820276844434643,0.5865384615384616,0.5334538878842676,0.625544267053701,0.7372894736842106,0.736842105263158,0.699671052631579,0.7868421052631579,0.2069152630313999,0.21990014864392254,0.09213276684531149,0.3195723831151921,"[[73.26  2.74]
 [ 8.22  1.78]]"
