,training_time,prediction_time,accuracy,precision,recall,f1,auc,mcc,cm
0,52483600,287500,0.8177737881508079,0.708065006383108,0.8026635381785596,0.7332812811443303,0.8842793472621798,0.5018911874223578,"[[769, 163], [40, 142]]"
1,53023800,296900,0.8105924596050269,0.7061460466023204,0.8116363250483423,0.7306116461348213,0.8794922888270528,0.5069224650235632,"[[755, 177], [34, 148]]"
2,53151800,642600,0.8186714542190305,0.7135480863436681,0.8186754232891572,0.7395509259259259,0.8736912229401499,0.5217375846463733,"[[763, 169], [33, 149]]"
3,52383800,302300,0.8186714542190305,0.71287395704451,0.8164646512285998,0.7388072521299069,0.8790383436306183,0.5191033907488672,"[[764, 168], [34, 148]]"
4,58532600,652800,0.8384201077199281,0.7293390166801184,0.8216349101542234,0.7573160990487255,0.9001792199217091,0.5431884903963553,"[[789, 143], [37, 145]]"
5,52268500,276400,0.8240574506283662,0.715011581248165,0.8108404471065416,0.7413280006065661,0.8831828043201434,0.5170465976999136,"[[774, 158], [38, 144]]"
6,54048100,608200,0.8312387791741472,0.7176644398766701,0.7996568881762014,0.7433091634677138,0.8839668914776211,0.5107823361082834,"[[789, 143], [45, 137]]"
7,50024800,603400,0.8043087971274686,0.6974284773197816,0.7968270999386879,0.7205051007255183,0.8582570862613781,0.4841575048190075,"[[753, 179], [39, 143]]"
8,52914300,712100,0.8105924596050269,0.7061460466023204,0.8116363250483423,0.7306116461348213,0.8725946799981135,0.5069224650235632,"[[755, 177], [34, 148]]"
9,52433800,607800,0.8195691202872532,0.7090040169504686,0.8015257274913927,0.7343323426293402,0.885104702164788,0.5020760430835687,"[[772, 160], [41, 141]]"
10,50154700,284400,0.8231597845601436,0.7141958955451648,0.8103039664198463,0.740395455163807,0.8751650709805217,0.515619378916331,"[[773, 159], [38, 144]]"
11,53673500,622900,0.8043087971274686,0.7019000460617227,0.8100917323020327,0.7250914656234152,0.8846507569683536,0.5004299552790172,"[[747, 185], [33, 149]]"
12,60033400,605500,0.8061041292639138,0.7070114838045026,0.8222185539782106,0.7305128480808515,0.8937532424656888,0.5165382501552837,"[[744, 188], [28, 154]]"
13,50410400,290800,0.8052064631956912,0.6944676914945161,0.7863097203225958,0.7173828410426081,0.8624546054803566,0.4719236818112682,"[[759, 173], [44, 138]]"
14,52347900,605800,0.8141831238779175,0.702175609795965,0.7916745271895487,0.7264019647973803,0.8767863038249304,0.4856726279974888,"[[769, 163], [44, 138]]"
15,52322000,604000,0.822262118491921,0.7146804808095131,0.814189029854266,0.7409971583570136,0.882888034712069,0.5194237268134303,"[[770, 162], [36, 146]]"
16,41714100,636300,0.8132854578096947,0.7197963128159381,0.8486181200773475,0.7445044282135422,0.908208744045654,0.5536243396882943,"[[742, 190], [18, 164]]"
17,51250700,308500,0.8123877917414721,0.7033892196866254,0.7994446540583879,0.7278019068106225,0.8718931283308966,0.4935739641766652,"[[763, 169], [40, 142]]"
18,52456700,312500,0.8150807899461401,0.7084562672504044,0.8098971843607037,0.7336351185087169,0.8903221242277036,0.5083306415444291,"[[762, 170], [36, 146]]"
19,52707000,572400,0.8159784560143627,0.7071679832760458,0.8038013488657265,0.7322325755363966,0.872795123331604,0.5017485934651137,"[[766, 166], [39, 143]]"
20,54144300,612600,0.8339317773788151,0.7260549188333766,0.823374050841862,0.7540019886102527,0.8840081592227514,0.5407413237986434,"[[782, 150], [35, 147]]"
21,53465900,579000,0.8078994614003591,0.7047116573902288,0.8122376550488138,0.7286613126456876,0.8866610856954205,0.5056429090363326,"[[751, 181], [33, 149]]"
22,52473300,632500,0.8240574506283662,0.7143775593775594,0.808629675045984,0.7405522046836159,0.8845741168702543,0.5144444634276757,"[[775, 157], [39, 143]]"
23,57919000,308300,0.8213644524236984,0.7106325789441287,0.8025986888647834,0.7361845135170837,0.8760847521577135,0.5049243199557784,"[[774, 158], [41, 141]]"
24,53319900,579200,0.8267504488330341,0.7181085598231397,0.8146606612271847,0.7449061797386203,0.8823161816724048,0.523947263198342,"[[776, 156], [37, 145]]"
25,54084300,605100,0.8204667863554758,0.7072167783221678,0.7932191199358581,0.7320169931055718,0.8737501768617649,0.4929905531572379,"[[777, 155], [45, 137]]"
26,59959200,612000,0.822262118491921,0.7076323435019087,0.7898705371881338,0.7322115384615384,0.8707847946045371,0.49065873659206105,"[[781, 151], [47, 135]]"
27,54234900,282000,0.8186714542190305,0.7122014331210191,0.8142538791680423,0.7380568799821203,0.8824281941234731,0.5164692576457891,"[[765, 167], [35, 147]]"
28,57924200,610500,0.8132854578096947,0.7062474223533517,0.8066134509267556,0.731049051698122,0.8854466349101542,0.5029442669422101,"[[761, 171], [37, 145]]"
29,52303300,286300,0.8195691202872532,0.7063827929811726,0.7926826392491628,0.7310907617017444,0.8744871008819507,0.49154719222204163,"[[776, 156], [45, 137]]"
30,52432900,634400,0.822262118491921,0.714032064971203,0.8119782577937085,0.7402345958168457,0.880901287553648,0.5168107999711528,"[[771, 161], [37, 145]]"
31,53354700,591300,0.8177737881508079,0.7094072242658144,0.8070850822996746,0.7348449406531148,0.8758902042163844,0.5071719026042907,"[[767, 165], [38, 144]]"
32,53417600,295900,0.8159784560143627,0.7064872108464615,0.8015905768051691,0.7314466274132114,0.8786905154930905,0.4990975737150999,"[[767, 165], [40, 142]]"
33,51283800,330100,0.7998204667863554,0.6870148143681281,0.7742477479601944,0.7087212894859339,0.8580979106730179,0.45293881121252083,"[[757, 175], [48, 134]]"
34,51842200,289300,0.8078994614003591,0.6974522548547585,0.7901299344432391,0.7208843805027911,0.8721466301938405,0.47869326193996437,"[[761, 171], [43, 139]]"
35,39875200,304800,0.800718132854578,0.6999164006687946,0.8101565816158091,0.7222918435272399,0.8881054567749846,0.4980176199307402,"[[742, 190], [32, 150]]"
36,53129200,670000,0.8195691202872532,0.710322397616973,0.8059472716125077,0.7359090517734503,0.8808305428477101,0.5073364316108745,"[[770, 162], [39, 143]]"
37,53559300,285000,0.8348294434470377,0.7252176096417811,0.8172782153468849,0.7526929462182927,0.8880406074612083,0.5346275011700602,"[[786, 146], [38, 144]]"
38,58680500,614200,0.8078994614003591,0.6960096744968615,0.7857083903221243,0.7192434520444696,0.8779830684337123,0.4732931801243784,"[[763, 169], [45, 137]]"
